"(50, 51)",0.9381491415376311
"(43, 44)",0.990738201308955
"(83, 92)",0.9855144099450492
"(25, 26)",0.990413828606713
"(30, 31)",0.9804939447324078
"(41, 42)",0.9884997942458924
"(85, 86)",0.9748886878824042
"(104, 111)",0.9795930814298799
"(16, 26)",0.9881221278551888
"(29, 30)",0.9887767969926546
"(39, 40)",0.9821915105898975
"(34, 43)",0.9830216107437508
"(47, 48)",0.9879289600757761
"(60, 61)",0.9781619987820764
"(54, 64)",0.9861807644078217
"(73, 85)",0.9890855395437352
"(77, 78)",0.9832808187891537
"(81, 82)",0.9706629549962769
"(98, 99)",0.9814808645508037
"(102, 103)",0.9858343871510604
"(106, 107)",0.9878239921485374
"(109, 114)",0.9906913144487224
"(117, 118)",0.959528439334977
"(21, 22)",0.948045121629053
"(55, 68)",0.9741861273003776
"(4, 5)",0.991082486209389
"(8, 16)",0.991772116349531
"(12, 17)",0.9915159312478179
"(20, 21)",0.9438345313673298
"(35, 47)",0.9873995517840568
"(40, 41)",0.9699459944056211
"(61, 62)",0.9886766017807039
"(67, 68)",0.9695139887322608
"(58, 71)",0.9890445820452287
"(79, 80)",0.8979238684847062
"(84, 85)",0.9902143091780435
"(88, 89)",0.9664202711916947
"(99, 100)",0.989706197269732
"(105, 106)",0.9882931327916787
"(96, 109)",0.9913691749839456
"(116, 117)",0.9753148233103937
"(122, 123)",0.9748916480750361
"(3, 4)",0.9864596630053812
"(8, 9)",0.986948347365305
"(12, 13)",0.9762424486937888
"(0, 14)",0.9905755376637584
"(20, 33)",0.9776096902153875
"(24, 34)",0.9883081547850532
"(28, 35)",0.9720544070684587
"(37, 52)",0.9693337755438589
"(45, 54)",0.9863843921429221
"(49, 55)",0.9780205434345475
"(59, 60)",0.9744032277158432
"(66, 73)",0.9887954581551842
"(76, 77)",0.984710421409305
"(72, 81)",0.9902121603146927
"(74, 89)",0.9857353911173021
"(93, 106)",0.9895329770007938
"(94, 95)",0.9901963548449983
"(91, 98)",0.9900840676619063
"(101, 102)",0.9864168846864727
"(114, 115)",0.9816991203823567
"(118, 119)",0.9470099167003079
"(111, 122)",0.9859120109768853
"(125, 126)",0.9741540761228417
"(2, 3)",0.9848520741826639
"(6, 7)",0.9915081161201377
"(10, 11)",0.9876269466106284
"(14, 18)",0.9835518386243909
"(23, 24)",0.9829902825126847
"(27, 28)",0.9754714719552575
"(31, 32)",0.9944222516285799
"(33, 39)",0.9906515208304232
"(45, 46)",0.9865257533584941
"(49, 50)",0.9821901360022376
"(53, 60)",0.989126961642008
"(66, 67)",0.9810694338481798
"(71, 77)",0.9858382788085882
"(70, 74)",0.9903227618882265
"(80, 81)",0.9039821621245192
"(90, 94)",0.987740573304478
"(92, 102)",0.9845461013531684
"(87, 93)",0.992106928125376
"(97, 98)",0.9915905325755855
"(110, 118)",0.9490267483063837
"(112, 126)",0.9879260971419637
"(113, 114)",0.9847405844490364
"(121, 122)",0.9868828363855431
"(1, 2)",0.9848428144955452
"(5, 6)",0.9922135440748245
"(9, 10)",0.9875087916235206
"(17, 30)",0.9772716817248019
"(18, 19)",0.9782336327000662
"(22, 23)",0.979227844029988
"(26, 27)",0.9919873570678119
"(36, 51)",0.946321319166138
"(38, 39)",0.9923527558251868
"(42, 43)",0.9873266489737409
"(46, 47)",0.9900425712734623
"(58, 59)",0.9788704321866546
"(64, 65)",0.9914153486346388
"(68, 69)",0.9872039398657182
"(78, 79)",0.9864426765981871
"(82, 83)",0.9905082819951586
"(86, 87)",0.9894935782812426
"(75, 90)",0.9507253115456716
"(96, 97)",0.9910428904547948
"(103, 104)",0.9896273418035428
"(107, 108)",0.979356572255263
"(100, 110)",0.9896396881619329
"(120, 121)",0.9883517713975776
"(124, 125)",0.9893373758821059
"(0, 1)",0.9880086074984444
"(4, 15)",0.9820886004468766
"(7, 8)",0.9912462615148807
"(11, 12)",0.9895915444833374
"(19, 20)",0.9728394622816245
"(24, 25)",0.9922197236722348
"(28, 29)",0.9752160682441484
"(32, 36)",0.9894092901279086
"(37, 38)",0.9870566912522019
"(41, 53)",0.9860355693334322
"(44, 45)",0.9884214437170231
"(48, 49)",0.9845656488060109
"(57, 58)",0.9837765949502211
"(65, 66)",0.9906014934810567
"(69, 70)",0.9835758982289733
"(62, 72)",0.9887018640000499
"(75, 76)",0.9794813198374948
"(79, 91)",0.9814456063609007
"(83, 84)",0.9877806630262631
"(87, 88)",0.989034817902239
"(95, 96)",0.9855475097914299
"(100, 101)",0.9896226916558966
"(104, 105)",0.9753911253215439
"(108, 112)",0.9817115680512735
"(115, 116)",0.9915488549187104
"(119, 120)",0.9864975374222196
"(123, 124)",0.962536896682962
"(15, 22)",0.9033055834416042
"(63, 64)",0
"(62, 63)",0
"(52, 56)",0
"(56, 57)",0
